,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_name,opening_ply,game_category,white level,black level,Rating_Diff,Quality,winner condition,base_time,increment_time
973,False,58,mate,black,1297,1230,C20,King's Pawn Game,3,rapid,Beginner,Beginner,67,High Quality,lower rating,15,0
974,False,38,resign,black,1625,1754,D00,Queen's Pawn Game #2,3,rapid,Intermediate,Intermediate,129,High Quality,higher rating,10,0
975,False,28,resign,black,1719,1625,D35,Queen's Gambit Declined,9,rapid,Intermediate,Intermediate,94,High Quality,lower rating,10,0
976,False,26,resign,black,1625,1657,B43,Sicilian Defense,9,rapid,Intermediate,Intermediate,32,High Quality,higher rating,10,0
977,False,35,resign,white,1619,1625,C02,French Defense,5,rapid,Intermediate,Intermediate,6,High Quality,higher rating,10,0
978,False,35,resign,white,1551,1625,C68,Ruy Lopez,9,rapid,Beginner,Intermediate,74,High Quality,higher rating,10,0
979,True,34,resign,black,1862,1358,D20,Queen's Gambit Accepted,5,blitz,Intermediate,Beginner,504,Low Quality,lower rating,5,6
980,False,38,resign,black,1807,1862,C53,Italian Game,9,rapid,Intermediate,Intermediate,55,High Quality,higher rating,10,0
981,False,27,resign,black,1862,1387,A00,Gedult's Opening,1,rapid,Intermediate,Beginner,475,Low Quality,lower rating,10,0
982,False,80,outoftime,black,1474,1862,C41,Philidor Defense #3,5,rapid,Beginner,Intermediate,388,Medium Quality,higher rating,10,0
983,False,54,resign,black,1862,1807,C41,Philidor Defense #3,5,rapid,Intermediate,Intermediate,55,High Quality,lower rating,10,0
984,False,65,mate,white,1720,1862,C47,Four Knights Game,8,rapid,Intermediate,Intermediate,142,High Quality,higher rating,10,0
985,False,55,resign,black,1862,1690,A06,Reti Opening,2,rapid,Intermediate,Intermediate,172,High Quality,lower rating,10,0
986,False,67,resign,black,1884,1862,C42,Russian Game,5,rapid,Intermediate,Intermediate,22,High Quality,lower rating,10,0
987,False,78,resign,black,1396,1862,C50,Four Knights Game,8,rapid,Beginner,Intermediate,466,Low Quality,higher rating,10,0
988,False,51,resign,white,1674,1862,D06,Queen's Gambit Refused,4,rapid,Intermediate,Intermediate,188,High Quality,higher rating,10,0
989,False,75,resign,white,2203,1862,C60,Ruy Lopez,6,rapid,Advanced,Intermediate,341,Medium Quality,higher rating,10,0
990,False,36,resign,black,1862,2203,B70,Sicilian Defense,10,rapid,Intermediate,Advanced,341,Medium Quality,higher rating,10,0
991,False,58,mate,black,1862,1722,D20,Queen's Gambit Accepted,6,rapid,Intermediate,Intermediate,140,High Quality,lower rating,10,0
992,False,12,resign,white,1598,1862,C41,Philidor Defense #3,5,rapid,Beginner,Intermediate,264,Medium Quality,higher rating,10,0
993,False,21,resign,white,1708,1862,C42,Russian Game,5,rapid,Intermediate,Intermediate,154,High Quality,higher rating,10,10
994,False,56,resign,black,1862,1500,A40,Queen's Pawn,1,rapid,Intermediate,Beginner,362,Medium Quality,lower rating,10,0
995,False,24,resign,black,1862,1513,D30,Queen's Gambit Declined,4,rapid,Intermediate,Beginner,349,Medium Quality,lower rating,10,0
996,False,32,resign,black,1500,1862,D05,Colle System,6,rapid,Beginner,Intermediate,362,Medium Quality,higher rating,10,0
997,False,66,mate,black,1862,1449,D48,Semi-Slav Defense,16,rapid,Intermediate,Beginner,413,Low Quality,lower rating,10,0
998,False,45,resign,black,1862,1500,B01,Scandinavian Defense,4,rapid,Intermediate,Beginner,362,Medium Quality,lower rating,10,0
999,False,50,resign,white,1704,1862,C60,Ruy Lopez,6,rapid,Intermediate,Intermediate,158,High Quality,higher rating,10,0
1000,False,18,resign,black,1862,1769,C45,Scotch Game,7,rapid,Intermediate,Intermediate,93,High Quality,lower rating,10,0
1001,False,90,mate,black,1701,1862,C50,Giuoco Piano,6,rapid,Intermediate,Intermediate,161,High Quality,higher rating,10,0
1002,False,75,mate,white,1799,1862,C26,Vienna Game,4,rapid,Intermediate,Intermediate,63,High Quality,higher rating,10,0
1003,False,34,resign,black,1862,1701,C41,Philidor Defense #2,4,rapid,Intermediate,Intermediate,161,High Quality,lower rating,10,0
1004,False,70,resign,black,1699,1862,C46,Four Knights Game,6,rapid,Intermediate,Intermediate,163,High Quality,higher rating,10,0
1005,False,24,resign,black,1862,1579,B21,Sicilian Defense,6,blitz,Intermediate,Beginner,283,Medium Quality,lower rating,5,8
1006,False,18,outoftime,black,1862,1416,B07,Pirc Defense #2,5,blitz,Intermediate,Beginner,446,Low Quality,lower rating,5,8
1007,False,36,resign,black,1862,2073,B21,Sicilian Defense,5,blitz,Intermediate,Advanced,211,Medium Quality,higher rating,5,8
1008,False,99,resign,white,1567,1862,A06,Nimzowitsch-Larsen Attack,3,blitz,Beginner,Intermediate,295,Medium Quality,higher rating,5,8
1009,False,60,resign,white,1564,1862,A43,Old Benoni Defense,2,blitz,Beginner,Intermediate,298,Medium Quality,higher rating,5,8
1010,False,77,mate,white,1862,1140,C49,Four Knights Game,8,blitz,Intermediate,Beginner,722,Low Quality,higher rating,5,8
1011,True,74,mate,black,1972,1952,A52,Budapest Defense,7,rapid,Intermediate,Intermediate,20,High Quality,lower rating,10,0
1012,True,61,resign,white,1960,1950,C42,Russian Game,5,rapid,Intermediate,Intermediate,10,High Quality,higher rating,10,0
1013,True,15,resign,white,2199,1955,C42,Russian Game,7,rapid,Advanced,Intermediate,244,Medium Quality,higher rating,10,0
1014,False,102,draw,draw,1955,1837,B90,Sicilian Defense,11,rapid,Intermediate,Intermediate,118,High Quality,higher rating,10,0
1015,True,129,outoftime,white,1937,2090,C01,French Defense,5,rapid,Intermediate,Advanced,153,High Quality,higher rating,10,0
1016,True,25,resign,white,1951,1664,C01,French Defense,5,rapid,Intermediate,Intermediate,287,Medium Quality,higher rating,10,0
1017,True,39,resign,white,1944,1776,B36,Sicilian Defense,8,rapid,Intermediate,Intermediate,168,High Quality,higher rating,10,0
1018,True,62,outoftime,black,1553,1942,B13,Caro-Kann Defense,5,rapid,Beginner,Intermediate,389,Medium Quality,higher rating,10,0
1019,True,19,resign,black,1236,1941,B10,Caro-Kann Defense,2,rapid,Beginner,Intermediate,705,Low Quality,higher rating,10,0
1020,False,83,resign,white,1500,1500,C00,French Defense,3,rapid,Beginner,Beginner,0,High Quality,higher rating,180,0
1021,False,66,resign,white,1500,1500,C44,Scotch Game,5,rapid,Beginner,Beginner,0,High Quality,higher rating,180,0
1022,False,89,resign,white,1500,1500,C00,French Defense,3,rapid,Beginner,Beginner,0,High Quality,higher rating,180,0
1023,False,129,draw,draw,1500,1500,A00,Van't Kruijs Opening,1,rapid,Beginner,Beginner,0,High Quality,higher rating,180,180
1024,False,27,resign,white,1500,1500,B00,Owen Defense,2,rapid,Beginner,Beginner,0,High Quality,higher rating,180,180
1025,False,76,resign,white,1500,1500,B00,Owen Defense,2,rapid,Beginner,Beginner,0,High Quality,higher rating,180,180
1026,False,55,resign,white,1452,1343,C34,King's Gambit Accepted |  Fischer Defense,6,blitz,Beginner,Beginner,109,High Quality,higher rating,8,3
1027,False,65,mate,white,1343,1376,A01,Nimzo-Larsen Attack,4,rapid,Beginner,Beginner,33,High Quality,higher rating,20,0
1028,True,63,resign,white,1803,1737,C01,French Defense,5,rapid,Intermediate,Intermediate,66,High Quality,higher rating,10,0
1029,True,64,resign,black,1670,1692,C46,Three Knights Opening,5,blitz,Intermediate,Intermediate,22,High Quality,higher rating,4,6
1030,True,69,resign,white,1500,1534,C40,King's Knight Opening,3,blitz,Beginner,Beginner,34,High Quality,higher rating,5,8
1031,False,31,resign,white,1500,1421,C40,King's Knight Opening,3,blitz,Beginner,Beginner,79,High Quality,higher rating,5,8
1032,False,15,mate,white,1500,1329,C50,Italian Game,5,blitz,Beginner,Beginner,171,High Quality,higher rating,5,8
1033,False,35,resign,white,1851,1712,B54,Sicilian Defense #2,6,rapid,Intermediate,Intermediate,139,High Quality,higher rating,10,0
1034,False,107,outoftime,white,1712,1714,C45,Scotch Game,7,rapid,Intermediate,Intermediate,2,High Quality,higher rating,20,0
1035,False,43,resign,white,1500,1712,D00,Queen's Pawn Game,2,rapid,Beginner,Intermediate,212,Medium Quality,higher rating,10,0
1036,False,72,resign,black,1705,1712,B20,Sicilian Defense,3,blitz,Intermediate,Intermediate,7,High Quality,higher rating,6,10
1037,False,63,resign,black,1712,2015,C11,French Defense,7,rapid,Intermediate,Advanced,303,Medium Quality,higher rating,10,0
1038,False,34,resign,black,1712,1832,B10,Caro-Kann Defense,2,rapid,Intermediate,Intermediate,120,High Quality,higher rating,10,25
1039,False,51,resign,black,1712,1615,B01,Scandinavian Defense,4,blitz,Intermediate,Intermediate,97,High Quality,lower rating,3,10
1040,False,60,resign,black,1712,1708,C40,Elephant Gambit,4,rapid,Intermediate,Intermediate,4,High Quality,lower rating,10,10
1041,False,26,resign,black,1860,1712,B21,Sicilian Defense,3,rapid,Intermediate,Intermediate,148,High Quality,lower rating,10,0
1042,False,70,resign,black,2108,1712,D05,Colle System #2,7,rapid,Advanced,Intermediate,396,Medium Quality,lower rating,30,30
1043,False,24,resign,black,1712,1959,A22,English Opening,4,rapid,Intermediate,Intermediate,247,Medium Quality,higher rating,10,0
1044,False,124,resign,black,1712,1500,A35,English Opening,4,blitz,Intermediate,Beginner,212,Medium Quality,lower rating,5,10
1045,False,39,resign,white,1780,1712,E20,Nimzo-Indian Defense,8,rapid,Intermediate,Intermediate,68,High Quality,higher rating,15,15
1046,False,58,resign,black,2180,1712,B21,Sicilian Defense,3,blitz,Advanced,Intermediate,468,Low Quality,lower rating,8,0
1047,False,16,resign,black,1328,1712,A00,Van't Kruijs Opening,1,rapid,Beginner,Intermediate,384,Medium Quality,higher rating,10,1
1048,False,52,mate,black,1896,1712,D30,Queen's Gambit Declined,7,blitz,Intermediate,Intermediate,184,High Quality,lower rating,5,5
1049,True,22,resign,black,1500,1591,C00,French Defense,5,rapid,Beginner,Beginner,91,High Quality,higher rating,10,0
1050,True,43,resign,white,1582,1494,D15,Slav Defense,7,rapid,Beginner,Beginner,88,High Quality,higher rating,10,0
1051,True,27,resign,white,1726,1589,C01,French Defense,5,rapid,Intermediate,Beginner,137,High Quality,higher rating,10,0
1052,True,41,mate,white,1577,1618,A10,English Opening,2,rapid,Beginner,Intermediate,41,High Quality,higher rating,10,0
1053,True,30,mate,black,1577,1534,A20,English Opening,2,rapid,Beginner,Beginner,43,High Quality,lower rating,10,0
1054,True,125,mate,white,1693,1585,D37,Queen's Gambit Declined,7,rapid,Intermediate,Beginner,108,High Quality,higher rating,10,0
1055,True,16,resign,white,1573,1590,A13,English Opening,2,rapid,Beginner,Beginner,17,High Quality,higher rating,10,0
1056,True,53,resign,white,1597,1583,C00,French Defense,3,rapid,Beginner,Beginner,14,High Quality,higher rating,10,0
1057,True,49,mate,white,1603,1594,C00,French Defense,3,rapid,Intermediate,Beginner,9,High Quality,higher rating,10,0
1058,True,59,resign,white,1586,1623,A15,English Opening,2,rapid,Beginner,Intermediate,37,High Quality,higher rating,10,0
1059,True,86,mate,black,1592,1783,A20,English Opening,2,rapid,Beginner,Intermediate,191,High Quality,higher rating,10,0
1060,True,52,mate,black,1602,1629,A10,English Opening,1,rapid,Intermediate,Intermediate,27,High Quality,higher rating,10,0
1061,True,96,mate,black,1516,1593,C00,French Defense #2,2,rapid,Beginner,Beginner,77,High Quality,higher rating,10,0
1062,True,114,resign,black,1475,1585,C00,French Defense,3,rapid,Beginner,Beginner,110,High Quality,higher rating,10,0
1063,True,69,resign,white,1575,1571,A27,English Opening,5,rapid,Beginner,Beginner,4,High Quality,higher rating,10,0
1064,True,40,mate,black,1585,1632,A20,English Opening,2,rapid,Beginner,Intermediate,47,High Quality,higher rating,10,0
1065,False,72,resign,white,2065,1976,B21,Sicilian Defense,6,rapid,Advanced,Intermediate,89,High Quality,higher rating,15,0
1066,True,63,resign,white,1976,1988,B40,Sicilian Defense,10,blitz,Intermediate,Intermediate,12,High Quality,higher rating,7,4
1067,True,141,resign,white,1976,1987,C44,King's Knight Opening,4,blitz,Intermediate,Intermediate,11,High Quality,higher rating,7,4
1068,True,92,mate,black,2035,1961,A56,Benoni Defense,6,blitz,Advanced,Intermediate,74,High Quality,lower rating,8,0
1069,True,64,resign,black,1975,1908,C48,Four Knights Game,8,rapid,Intermediate,Intermediate,67,High Quality,lower rating,10,0
1070,True,90,resign,black,1463,1974,A06,Zukertort Opening,3,rapid,Beginner,Intermediate,511,Low Quality,higher rating,10,0
1071,True,70,mate,black,1997,1480,C22,Center Game,7,rapid,Intermediate,Beginner,517,Low Quality,lower rating,10,0
1072,False,68,resign,black,1950,1997,B01,Scandinavian Defense,2,rapid,Intermediate,Intermediate,47,High Quality,higher rating,10,0
1073,True,63,mate,white,2229,2002,C02,French Defense,10,blitz,Advanced,Advanced,227,Medium Quality,higher rating,8,0
1074,True,63,mate,white,1819,2020,B27,Sicilian Defense,3,rapid,Intermediate,Advanced,201,Medium Quality,higher rating,10,0
1075,True,75,outoftime,white,2014,1827,C48,Four Knights Game,8,rapid,Advanced,Intermediate,187,High Quality,higher rating,10,0
1076,True,94,outoftime,black,1807,2008,B40,Sicilian Defense,4,rapid,Intermediate,Advanced,201,Medium Quality,higher rating,10,0
1077,True,102,resign,black,2013,2274,A16,English Opening,3,rapid,Advanced,Advanced,261,Medium Quality,higher rating,10,0
1078,True,87,resign,white,2008,1744,A11,English Opening,2,rapid,Advanced,Intermediate,264,Medium Quality,higher rating,10,0
1079,True,90,resign,black,2179,1991,B40,Sicilian Defense,10,rapid,Advanced,Intermediate,188,High Quality,lower rating,10,0
1080,True,96,draw,draw,1777,1998,B40,Sicilian Defense,5,rapid,Intermediate,Intermediate,221,Medium Quality,higher rating,10,0
1081,True,33,resign,white,1982,1917,A34,English Opening,3,rapid,Intermediate,Intermediate,65,High Quality,higher rating,10,0
1082,True,52,resign,black,1749,1977,B40,Sicilian Defense,4,rapid,Intermediate,Intermediate,228,Medium Quality,higher rating,10,0
1083,True,62,resign,black,1781,1971,B40,Sicilian Defense,8,rapid,Intermediate,Intermediate,190,High Quality,higher rating,10,0
1084,True,63,resign,white,2040,1981,B40,Sicilian Defense,10,blitz,Advanced,Intermediate,59,High Quality,higher rating,8,5
1085,True,132,mate,black,1890,2139,C30,King's Gambit Declined |  Classical Variation,4,rapid,Intermediate,Advanced,249,Medium Quality,higher rating,10,0
1086,True,55,resign,white,2131,2018,B45,Sicilian Defense,10,rapid,Advanced,Advanced,113,High Quality,higher rating,10,0
1087,True,95,mate,white,2116,2252,E34,Nimzo-Indian Defense,8,rapid,Advanced,Advanced,136,High Quality,higher rating,10,0
1088,True,59,resign,white,1687,1691,D46,Semi-Slav Defense,12,rapid,Intermediate,Intermediate,4,High Quality,higher rating,10,0
1089,True,86,resign,black,1689,1668,B21,Sicilian Defense,3,rapid,Intermediate,Intermediate,21,High Quality,lower rating,10,0
1090,True,150,mate,black,1651,1657,C20,King's Pawn Game,3,rapid,Intermediate,Intermediate,6,High Quality,higher rating,10,0
1091,False,54,mate,black,1500,1990,B43,Sicilian Defense,10,blitz,Beginner,Intermediate,490,Low Quality,higher rating,5,8
1092,False,74,resign,black,1786,1736,C44,Scotch Game,7,blitz,Intermediate,Intermediate,50,High Quality,lower rating,5,5
1093,True,33,outoftime,white,1663,1758,B01,Scandinavian Defense,4,rapid,Intermediate,Intermediate,95,High Quality,higher rating,20,0
1094,True,161,resign,white,1779,1794,A20,English Opening,2,blitz,Intermediate,Intermediate,15,High Quality,higher rating,5,5
1095,True,85,resign,white,1500,1688,C40,King's Pawn Game,4,blitz,Beginner,Intermediate,188,High Quality,higher rating,7,3
1096,True,76,resign,black,1654,1918,D53,Queen's Gambit Declined,8,rapid,Intermediate,Intermediate,264,Medium Quality,higher rating,10,0
1097,True,52,mate,black,1690,1913,C01,French Defense,5,rapid,Intermediate,Intermediate,223,Medium Quality,higher rating,10,0
1098,True,204,outoftime,black,1818,1896,D70,Neo-Gruenfeld Defense,6,blitz,Intermediate,Intermediate,78,High Quality,higher rating,7,2
1099,True,26,resign,black,1813,1887,C12,French Defense,11,rapid,Intermediate,Intermediate,74,High Quality,higher rating,10,5
1100,True,64,resign,black,1775,1879,A01,Nimzo-Larsen Attack,3,rapid,Intermediate,Intermediate,104,High Quality,higher rating,10,0
1101,True,47,resign,white,1873,1651,B01,Scandinavian Defense,4,rapid,Intermediate,Intermediate,222,Medium Quality,higher rating,10,0
1102,True,103,outoftime,white,1868,1656,A43,Franco-Benoni Defense,5,rapid,Intermediate,Intermediate,212,Medium Quality,higher rating,10,0
1103,True,39,resign,white,1860,1770,B15,Caro-Kann Defense,5,rapid,Intermediate,Intermediate,90,High Quality,higher rating,10,0
1104,True,50,resign,black,1748,1852,C00,French Defense,3,rapid,Intermediate,Intermediate,104,High Quality,higher rating,10,0
1105,True,19,resign,black,1365,1850,C00,French Defense,3,rapid,Beginner,Intermediate,485,Low Quality,higher rating,10,0
1106,True,30,resign,black,1861,1873,B38,Sicilian Defense,11,rapid,Intermediate,Intermediate,12,High Quality,higher rating,10,0
1107,True,35,resign,white,1833,1873,A45,Trompowsky Attack,3,rapid,Intermediate,Intermediate,40,High Quality,higher rating,20,10
1108,False,46,resign,black,1821,1873,C03,French Defense,5,rapid,Intermediate,Intermediate,52,High Quality,higher rating,10,5
1109,True,35,mate,white,2004,1881,B40,Sicilian Defense,5,rapid,Advanced,Intermediate,123,High Quality,higher rating,10,0
1110,True,32,mate,black,1895,1797,C42,Petrov's Defense #2,5,rapid,Intermediate,Intermediate,98,High Quality,lower rating,10,0
1111,True,52,resign,black,1560,1892,B20,Sicilian Defense,3,rapid,Beginner,Intermediate,332,Medium Quality,higher rating,10,0
1112,True,132,resign,black,1901,1993,C41,Philidor Defense,5,rapid,Intermediate,Intermediate,92,High Quality,higher rating,10,0
1113,True,38,resign,black,1729,1894,A03,Bird Opening,2,rapid,Intermediate,Intermediate,165,High Quality,higher rating,10,0
1114,True,86,mate,black,1613,1891,B20,Sicilian Defense,3,rapid,Intermediate,Intermediate,278,Medium Quality,higher rating,10,0
1115,True,43,resign,white,1864,1892,B41,Sicilian Defense,8,rapid,Intermediate,Intermediate,28,High Quality,higher rating,10,15
1116,True,34,resign,black,1905,1851,C02,French Defense,9,rapid,Intermediate,Intermediate,54,High Quality,lower rating,10,15
1117,True,72,mate,black,1784,1897,B40,Sicilian Defense,4,rapid,Intermediate,Intermediate,113,High Quality,higher rating,10,0
1118,True,23,resign,white,1893,1624,C61,Ruy Lopez,6,rapid,Intermediate,Intermediate,269,Medium Quality,higher rating,10,0
1119,True,78,resign,black,1750,1885,D01,Queen's Pawn Game,4,rapid,Intermediate,Intermediate,135,High Quality,higher rating,10,0
1120,True,45,mate,white,1882,1602,C62,Ruy Lopez,6,rapid,Intermediate,Intermediate,280,Medium Quality,higher rating,10,0
1121,True,66,resign,black,1712,1875,C41,Philidor Defense #3,5,rapid,Intermediate,Intermediate,163,High Quality,higher rating,20,5
1122,True,29,mate,white,1878,1887,D00,Blackmar-Diemer Gambit,10,blitz,Intermediate,Intermediate,9,High Quality,higher rating,6,3
1123,True,154,outoftime,black,1895,1977,B32,Sicilian Defense,10,rapid,Intermediate,Intermediate,82,High Quality,higher rating,10,0
1124,True,80,resign,black,1672,1890,A56,Benoni Defense,4,rapid,Intermediate,Intermediate,218,Medium Quality,higher rating,15,10
1125,True,121,resign,white,1881,1828,C00,French Defense,3,rapid,Intermediate,Intermediate,53,High Quality,higher rating,10,0
1126,True,140,draw,draw,1972,1878,B41,Sicilian Defense,9,rapid,Intermediate,Intermediate,94,High Quality,higher rating,10,0
1127,True,75,mate,white,1868,1824,C00,French Defense,3,rapid,Intermediate,Intermediate,44,High Quality,higher rating,10,0
1128,True,36,resign,white,1819,1881,B56,Sicilian Defense,10,rapid,Intermediate,Intermediate,62,High Quality,higher rating,10,15
1129,True,77,resign,white,1871,1841,C40,King's Pawn Game,4,blitz,Intermediate,Intermediate,30,High Quality,higher rating,5,15
1130,True,33,resign,white,1828,1884,B21,Sicilian Defense,3,blitz,Intermediate,Intermediate,56,High Quality,higher rating,5,15
1131,True,56,resign,black,1727,1877,D00,Queen's Pawn Game #3,4,blitz,Intermediate,Intermediate,150,High Quality,higher rating,5,8
1132,True,129,resign,black,1891,1814,C88,Ruy Lopez,13,rapid,Intermediate,Intermediate,77,High Quality,lower rating,45,15
1133,True,53,resign,white,1650,1910,B40,Sicilian Defense,4,rapid,Intermediate,Intermediate,260,Medium Quality,higher rating,10,0
1134,True,22,resign,white,1968,1921,B22,Sicilian Defense,6,rapid,Intermediate,Intermediate,47,High Quality,higher rating,10,0
1135,True,51,resign,white,1907,1946,E77,King's Indian Defense,8,rapid,Intermediate,Intermediate,39,High Quality,higher rating,10,0
1136,True,37,resign,white,1903,1648,C60,Ruy Lopez,6,rapid,Intermediate,Intermediate,255,Medium Quality,higher rating,10,0
1137,True,30,resign,black,1725,1896,B22,Sicilian Defense,3,rapid,Intermediate,Intermediate,171,High Quality,higher rating,10,0
1138,True,89,resign,white,1894,1506,C41,Philidor Defense #3,5,rapid,Intermediate,Beginner,388,Medium Quality,higher rating,10,0
1139,True,73,resign,white,1890,1617,C66,Ruy Lopez,8,rapid,Intermediate,Intermediate,273,Medium Quality,higher rating,10,0
1140,True,114,mate,black,1522,1727,C54,Italian Game,13,rapid,Beginner,Intermediate,205,Medium Quality,higher rating,10,10
1141,True,107,mate,white,1708,1528,C00,Queen's Pawn Game,4,rapid,Intermediate,Beginner,180,High Quality,higher rating,10,10
1142,True,92,mate,black,1744,1770,C50,Italian Game,7,rapid,Intermediate,Intermediate,26,High Quality,higher rating,10,5
1143,True,63,mate,white,1759,1790,C25,Vienna Game,4,rapid,Intermediate,Intermediate,31,High Quality,higher rating,10,5
1144,True,36,mate,black,1750,1741,C50,Giuoco Piano,6,rapid,Intermediate,Intermediate,9,High Quality,lower rating,15,20
1145,True,55,resign,white,1686,1681,C55,Italian Game,6,blitz,Intermediate,Intermediate,5,High Quality,higher rating,5,7
1146,True,85,mate,white,1840,1732,C20,Bishop's Opening,4,rapid,Intermediate,Intermediate,108,High Quality,higher rating,30,10
1147,True,118,resign,black,1713,1637,D00,Queen's Pawn Game,3,blitz,Intermediate,Intermediate,76,High Quality,lower rating,6,8
1148,True,55,mate,white,1791,1716,D00,Queen's Pawn Game,3,rapid,Intermediate,Intermediate,75,High Quality,higher rating,10,15
1149,False,135,draw,draw,1716,1763,C00,Rat Defense,4,rapid,Intermediate,Intermediate,47,High Quality,higher rating,15,5
1150,True,78,mate,black,1804,1931,B20,Sicilian Defense,3,rapid,Intermediate,Intermediate,127,High Quality,higher rating,20,0
1151,False,40,resign,black,1850,1804,C60,Ruy Lopez,5,rapid,Intermediate,Intermediate,46,High Quality,lower rating,10,3
1152,False,114,outoftime,draw,1804,1779,C02,French Defense,7,blitz,Intermediate,Intermediate,25,High Quality,higher rating,8,0
1153,True,68,mate,black,1701,1500,C46,Three Knights Opening,5,rapid,Intermediate,Beginner,201,Medium Quality,lower rating,15,5
1154,True,48,resign,black,1005,1140,C46,Three Knights Opening #2,6,rapid,Rookie,Beginner,135,High Quality,higher rating,30,0
1155,True,29,resign,white,1148,1057,D00,Queen's Pawn Game,3,rapid,Beginner,Rookie,91,High Quality,higher rating,15,5
1156,True,14,resign,black,1142,1150,C60,Ruy Lopez,6,rapid,Beginner,Beginner,8,High Quality,higher rating,15,5
1157,True,61,mate,white,1066,1326,C48,Four Knights Game,7,rapid,Rookie,Beginner,260,Medium Quality,higher rating,10,0
1158,True,59,mate,white,1625,1384,C50,Giuoco Piano,6,rapid,Intermediate,Beginner,241,Medium Quality,higher rating,10,0
1159,False,9,resign,white,1805,1384,C41,Philidor Defense #3,5,rapid,Intermediate,Beginner,421,Low Quality,higher rating,10,15
1160,True,80,mate,black,1500,1644,A00,Van't Kruijs Opening,1,blitz,Beginner,Intermediate,144,High Quality,higher rating,3,8
1161,True,81,resign,black,1687,1771,D00,Queen's Pawn Game,3,rapid,Intermediate,Intermediate,84,High Quality,higher rating,30,5
1162,True,103,resign,white,1678,1595,A41,Queen's Pawn,2,rapid,Intermediate,Beginner,83,High Quality,higher rating,30,5
1163,True,10,resign,black,2313,2168,B00,Owen Defense,2,rapid,Expert,Advanced,145,High Quality,lower rating,20,0
1164,False,32,resign,black,1855,2313,C50,Giuoco Piano,6,rapid,Intermediate,Expert,458,Low Quality,higher rating,20,0
1165,True,50,draw,draw,2353,2313,A85,Dutch Defense,5,rapid,Expert,Expert,40,High Quality,higher rating,15,10
1166,True,41,resign,white,2291,2144,C67,Ruy Lopez,10,rapid,Advanced,Advanced,147,High Quality,higher rating,10,10
1167,True,39,resign,white,2272,2061,C02,French Defense,9,blitz,Advanced,Advanced,211,Medium Quality,higher rating,8,0
1168,True,50,resign,black,2344,2215,C50,Giuoco Piano,6,rapid,Expert,Advanced,129,High Quality,lower rating,10,0
1169,True,66,resign,black,2063,2183,C65,Ruy Lopez,6,rapid,Advanced,Advanced,120,High Quality,higher rating,25,25
1170,True,66,resign,white,2109,2247,B13,Caro-Kann Defense,5,rapid,Advanced,Advanced,138,High Quality,higher rating,10,0
1171,True,55,resign,white,2062,1978,C45,Scotch Game,8,blitz,Advanced,Intermediate,84,High Quality,higher rating,8,0
1172,True,65,mate,white,1996,1957,B43,Sicilian Defense,9,rapid,Intermediate,Intermediate,39,High Quality,higher rating,10,0
1173,True,72,mate,black,1968,1882,C54,Italian Game,16,rapid,Intermediate,Intermediate,86,High Quality,lower rating,10,0
1174,True,57,resign,white,1756,1771,C44,Scotch Game,8,rapid,Intermediate,Intermediate,15,High Quality,higher rating,20,0
1175,True,50,resign,black,1785,1432,C24,Bishop's Opening,5,rapid,Intermediate,Beginner,353,Medium Quality,lower rating,20,0
1176,False,57,resign,white,1432,1916,C41,Philidor Defense #3,5,rapid,Beginner,Intermediate,484,Low Quality,higher rating,10,0
1177,True,21,resign,white,1870,1479,C62,Ruy Lopez,6,rapid,Intermediate,Beginner,391,Medium Quality,higher rating,20,8
1178,False,48,mate,black,1859,1479,C62,Ruy Lopez,6,rapid,Intermediate,Beginner,380,Medium Quality,lower rating,10,10
1179,True,49,mate,white,2108,1500,A80,Dutch Defense,3,blitz,Advanced,Beginner,608,Low Quality,higher rating,5,5
1180,True,68,mate,black,1299,1513,A00,Hungarian Opening,1,blitz,Beginner,Beginner,214,Medium Quality,higher rating,6,9
1181,False,40,resign,black,1501,1513,C55,Italian Game,6,blitz,Beginner,Beginner,12,High Quality,higher rating,8,5
1182,False,9,resign,black,1513,1501,D06,Queen's Gambit Refused,4,blitz,Beginner,Beginner,12,High Quality,lower rating,8,5
1183,False,36,resign,black,1126,1513,C20,King's Pawn Game,3,rapid,Beginner,Beginner,387,Medium Quality,higher rating,180,0
1184,True,98,resign,black,1286,1502,C77,Ruy Lopez,9,rapid,Beginner,Beginner,216,Medium Quality,higher rating,20,0
1185,True,56,mate,black,1433,1481,A01,Nimzo-Larsen Attack,4,blitz,Beginner,Beginner,48,High Quality,higher rating,5,5
1186,False,128,draw,draw,1406,1481,D15,Slav Defense,7,rapid,Beginner,Beginner,75,High Quality,higher rating,10,0
1187,True,132,mate,black,1510,1461,B01,Scandinavian Defense,4,blitz,Beginner,Beginner,49,High Quality,lower rating,8,5
1188,True,48,resign,black,1534,1581,D30,Queen's Gambit Declined,4,rapid,Beginner,Beginner,47,High Quality,higher rating,20,0
1189,True,57,mate,white,1547,1564,C57,Italian Game,8,rapid,Beginner,Beginner,17,High Quality,higher rating,20,0
1190,True,75,resign,black,1602,1502,A00,Van't Kruijs Opening,1,rapid,Intermediate,Beginner,100,High Quality,lower rating,20,0
1191,True,99,resign,white,1444,1651,C55,Italian Game,7,rapid,Beginner,Intermediate,207,Medium Quality,higher rating,20,0
